,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS,Zip,Num_Empl,FIPS
2517,MASolutiaIncSpringfield,EU 150 S03,1,249.0,8400.0,Coal,400,326,01151,500-999,25013
2518,MDESSROCFrederickPlant,EU-702,2,5.0,8400.0,Gas 1,350,327,21704,50-99,24021
2519,MDNewPage-Luke,FPW Cleaver Brooks Boiler,1,8.375,4320.0,Light Liquid,350,322,21540,500-999,24001
2520,MDNewPage-Luke,No. 24,1,590.0,8616.0,Coal,400,322,21540,500-999,24001
2521,MDNewPage-Luke,No. 25,1,785.0,8640.0,Coal,400,322,21540,500-999,24001
2522,MDNewPage-Luke,No. 26,1,338.0,526.0,Gas 1,350,322,21540,500-999,24001
2523,MDSeverstalSparrows,2BLR,1,650.0,6900.0,Heavy Liquid,400,331,21219,>1000,24005
2524,MDSeverstalSparrows,3BLR,1,762.0,6900.0,Process Gas,350,331,21219,>1000,24005
2525,MDSeverstalSparrows,4BLR,1,871.0,6900.0,Heavy Liquid,400,331,21219,>1000,24005
2526,MEBathIronWorks,Boiler #1,1,29.3,5000.0,Heavy Liquid,400,331,04530,>1000,23023
2527,MEBathIronWorks,Boiler #10,1,25.1,5000.0,Heavy Liquid,400,331,04530,>1000,23023
2528,MEBathIronWorks,Boiler #11,1,29.3,8760.0,Heavy Liquid,400,331,04530,>1000,23023
2529,MEBathIronWorks,Boiler #12,1,25.1,8760.0,Heavy Liquid,400,331,04530,>1000,23023
2530,MEBathIronWorks,Boiler #2,1,29.3,5000.0,Heavy Liquid,400,331,04530,>1000,23023
2531,MEBathIronWorks,Boiler #3,1,29.3,5000.0,Heavy Liquid,400,331,04530,>1000,23023
2532,MEBathIronWorks,Boiler #9,1,25.1,5000.0,Heavy Liquid,400,331,04530,>1000,23023
2533,MEDomtarBaileyville,#9 Power Boiler,1,625.0,8644.0,Wet Biomass,400,322,04694,100-499,23029
2534,MEIrvingTanning,Boiler #1,1,33.5,7800.0,Heavy Liquid,400,316,04352,100-499,23011
2535,MEIrvingTanning,Boiler #1A,1,20.9,7800.0,Heavy Liquid,400,316,04352,100-499,23011
2536,MEIrvingTanning,Boiler #1H,1,3.3,7800.0,Light Liquid,350,316,04352,100-499,23011
2537,MEIrvingTanning,Boiler #2,1,20.3,7800.0,Heavy Liquid,400,316,04352,100-499,23011
2538,MEIrvingTanning,Boiler #2A,1,20.3,7800.0,Heavy Liquid,400,316,04352,100-499,23011
2539,MEIrvingTanning,Boiler #3,1,22.2,7800.0,Heavy Liquid,400,316,04352,100-499,23011
2540,MEIrvingTanning,Boiler #3A,1,8.4,7800.0,Heavy Liquid,400,316,04352,100-499,23011
2541,MEKatahdinPaperCo,EB1,1,370.0,4500.0,Heavy Liquid,400,322,04430,100-499,23019
2542,MEKatahdinPaperCo,EB2,1,370.0,4500.0,Heavy Liquid,400,322,04430,100-499,23019
2543,MEKatahdinPaperCo,EB3,1,498.0,8300.0,Wet Biomass,400,322,04430,100-499,23019
2544,MELincolnPaper&Tissue,#6 Power Boiler,1,127.0,120.0,Heavy Liquid,400,322,04457,100-499,23019
2545,MELincolnPaper&Tissue,#7 Power Boiler,1,100.1,200.0,Heavy Liquid,400,322,04457,100-499,23019
2546,MELincolnPaper&Tissue,#8 Power Boiler,1,433.0,8600.0,Wet Biomass,400,322,04457,100-499,23019
2547,MEMadisonPaper,#4 Boiler ME5949,1,119.0,8450.0,Heavy Liquid,400,322,04950,100-499,23025
2548,MEMadisonPaper,#6 Boiler ME6454,1,99.0,8250.0,Heavy Liquid,400,322,04950,100-499,23025
2549,MEMadisonPaper,#7 Boiler ME6737,1,117.0,5150.0,Heavy Liquid,400,322,04950,100-499,23025
2550,MENewPage-Rumford,Cogen#6,1,630.0,8000.0,Dry Biomass,400,322,04276,>1000,23017
2551,MENewPage-Rumford,Cogen#7,1,630.0,8000.0,Dry Biomass,400,322,04276,>1000,23017
2552,MENewPage-Rumford,PB#3,1,300.0,1900.0,Heavy Liquid,400,322,04276,>1000,23017
2553,MENewPage-Rumford,PB#5,1,300.0,50.0,Heavy Liquid,400,322,04276,>1000,23017
2554,MEPioneerPlastics,Boiler #4,1,55.5,100.0,Heavy Liquid,400,326,04210,100-499,23001
2555,MEPioneerPlastics,Boiler #6,1,96.6,8664.0,Heavy Liquid,400,326,04210,100-499,23001
2556,MESDWarrenSomerset,No1 Power Boiler,1,848.0,8375.0,Wet Biomass,400,322,04976,500-999,23025
2557,MESDWarrenSomerset,No2 Power Boiler,1,1300.0,8533.0,Wet Biomass,400,322,04976,500-999,23025
2558,MESDWarrenSomerset,Package Boiler,1,71.0,368.0,Light Liquid,350,322,04976,500-999,23025
2559,MEVersoPaper,Boiler #5,1,371.0,1300.0,Heavy Liquid,400,322,04416,500-999,23009
2560,MEVersoPaper,Boiler #8,1,814.0,8400.0,Dry Biomass,400,322,04416,500-999,23009
2561,MEVersoPaperAndroscoggin,Power Boiler No. 1,1,680.0,500.0,Heavy Liquid,400,322,04239,500-999,23007
2564,MEVersoPaperAndroscoggin,Power Boiler No. 2,1,680.0,500.0,Heavy Liquid,400,322,04239,500-999,23007
2567,MEVersoPaperAndroscoggin,Steam Jenny,1,2.0,240.0,Light Liquid,350,322,04239,500-999,23007
2570,MEVersoPaperAndroscoggin,Water Treatment Main Furnace,1,3.1,3600.0,Light Liquid,350,322,04239,500-999,23007
2573,MEVersoPaperAndroscoggin,Water Treatment Small Furnace,1,1.1,3600.0,Light Liquid,350,322,04239,500-999,23007
2576,MEVersoPaperAndroscoggin,WFI,1,480.0,8400.0,Wet Biomass,400,322,04239,500-999,23007
2579,MIAARMfg,AAR Cleaver Brooks,1,10.0,8400.0,Gas 1,350,332,49601,100-499,26113
2582,MIAARMfg,AAR Sellers,1,20.921999999999997,8640.0,Gas 1,350,332,49601,100-499,26113
2585,MIAutoAlliance,N0929,12,5.0,8400.0,Gas 1,350,336,48134,>1000,26163
2587,MICargillSalt,EGBOILER10,1,184.0,8520.0,Gas 1,350,311,48079,100-499,26147
2588,MICargillSalt,EGBOILER5,1,138.0,8520.0,Coal,400,311,48079,100-499,26147
2589,MIChryslerTechCenterAuburnHills,HWG 1.01,1,5.0,8400.0,Gas 1,350,336,48326,>1000,26125
2590,MIChryslerTechCenterAuburnHills,HWG 1.02,1,40.0,3237.0,Gas 1,350,336,48326,>1000,26125
2591,MIChryslerTechCenterAuburnHills,HWG 1.03,1,40.0,2809.0,Gas 1,350,336,48326,>1000,26125
2592,MIChryslerTechCenterAuburnHills,HWG 1.04,1,40.0,1930.0,Gas 1,350,336,48326,>1000,26125
2593,MIChryslerTechCenterAuburnHills,HWG 1.05,1,40.0,2185.0,Gas 1,350,336,48326,>1000,26125
2594,MIChryslerTechCenterAuburnHills,HWG 1.06,1,40.0,3280.0,Gas 1,350,336,48326,>1000,26125
2595,MIChryslerTechCenterAuburnHills,HWG 1.07,1,40.0,2365.0,Gas 1,350,336,48326,>1000,26125
2596,MIDecorativePanels,Boiler #1,1,96.0,8000.0,Coal,400,321,49707,100-499,26141
2598,MIDecorativePanels,Boiler #2,1,96.0,8000.0,Coal,400,321,49707,100-499,26141
2600,MIDecorativePanels,Boiler #3,1,79.0,8000.0,Wet Biomass,400,321,49707,100-499,26141
2602,MIDelphiSaginaw,EUBR01,1,72.0,1389.0,Coal,400,336,48601,>1000,26145
2603,MIDelphiSaginaw,EUBR02,1,77.0,995.0,Gas 1,350,336,48601,>1000,26145
2604,MIDelphiSaginaw,EUBR03,1,150.0,3710.0,Coal,400,336,48601,>1000,26145
2605,MIDelphiSaginaw,EUBR04,1,220.0,1882.0,Coal,400,336,48601,>1000,26145
2606,MIDelphiSaginaw,EUBR05,1,220.0,2916.0,Coal,400,336,48601,>1000,26145
2607,MIDelphiSaginaw,EUBR06,1,220.0,1761.0,Coal,400,336,48601,>1000,26145
2608,MIGMSaginaw,#1 Boiler,1,143.0,1800.0,Gas 1,350,331,48601,500-999,26145
2609,MIGMSaginaw,#3 Boiler,1,34.0,3300.0,Gas 1,350,331,48601,500-999,26145
2610,MIGMSaginaw,#4 Boiler,1,122.0,1800.0,Gas 1,350,331,48601,500-999,26145
2611,MIGMSaginaw,Locker Room Hot Water Tank,2,5.0,8400.0,Gas 1,350,331,48601,500-999,26145
2612,MIEBEddyPaper,EUBOILER2,1,65.0,672.0,Gas 1,350,322,48060,100-499,26147
2613,MIEBEddyPaper,EUBOILER4,1,91.0,240.0,Gas 1,350,322,48060,100-499,26147
2614,MIEBEddyPaper,EUBOILER5,1,196.0,8500.0,Coal,400,322,48060,100-499,26147
2615,MIEBEddyPaper,EUBOILER6,1,25.0,1560.0,Gas 1,350,322,48060,100-499,26147
2616,MIFordDearborn,Boilers-RougeSiteServices,4,5.0,8400.0,Gas 1,350,336,48121,>1000,26163
2617,MIFordDearborn,Final 300 gal Hot Water Tank -Mechanical Room,1,5.0,8400.0,Gas 1,350,336,48121,>1000,26163
2618,MIFordDearborn,Hot Water Heaters-RougeSiteServices,2,5.0,8400.0,Gas 1,350,336,48121,>1000,26163
2619,MIFordDearborn,Paint 250 gal Hot Water Tank -Office Hallway,1,5.0,8400.0,Gas 1,350,336,48121,>1000,26163
2620,MIFordDearborn,"Paint Booth Hot Water Generators #1,2,3",3,5.0,8400.0,Gas 1,350,336,48121,>1000,26163
2621,MIFordDearborn,Paint Mix Hot Water Generator,1,5.0,8400.0,Gas 1,350,336,48121,>1000,26163
2622,MIFordDearborn,Phosphate Hot Water Generator #1,1,16.75,8064.0,Gas 1,350,336,48121,>1000,26163
2623,MIFordDearborn,Phosphate Hot Water Generator #2,1,16.75,8064.0,Gas 1,350,336,48121,>1000,26163
2624,MIFordMichiganTruckPlant,Boiler < 10mmBTU (2.2-8.4 mmBTU/hr),2,5.0,8400.0,Gas 1,350,336,48184,>1000,26163
2625,MIFordMichiganTruckPlant,Phosphate Boiler North (20 mmBTU/hr),1,20.0,1872.0,Gas 1,350,336,48184,>1000,26163
2626,MIFordMichiganTruckPlant,Phosphate Boiler South (20 mmBTU/hr),1,20.0,1872.0,Gas 1,350,336,48184,>1000,26163
2627,MIFordWayneAssembly,Boiler (Wet ESP),1,5.0,8400.0,Gas 1,350,336,48184,>1000,26163
2628,MIFordWayneAssembly,Powerhouse Boiler 1,1,54.9,2972.0,Gas 1,350,336,48184,>1000,26163
2629,MIFordWayneAssembly,Powerhouse Boiler 2,1,85.4,6322.0,Gas 1,350,336,48184,>1000,26163
2630,MIFordWayneAssembly,Powerhouse Boiler 3,1,85.4,3459.0,Gas 1,350,336,48184,>1000,26163
2631,MIGMDetroitHamtramck,Boiler #1,1,84.0,1440.0,Coal,400,336,48211,>1000,26163
2632,MIGMDetroitHamtramck,Boiler #2,1,248.0,4080.0,Coal,400,336,48211,>1000,26163
2633,MIGMDetroitHamtramck,Boiler #3,1,248.0,4080.0,Coal,400,336,48211,>1000,26163
2634,MIGMDetroitHamtramck,Boiler #4,1,248.0,4080.0,Coal,400,336,48211,>1000,26163
2635,MIGMFlintAssembly,Boiler #5,1,120.0,2000.0,Gas 1,350,336,48551,>1000,26049
2636,MIGMFlintAssembly,Boiler #6,1,120.0,2000.0,Gas 1,350,336,48551,>1000,26049
2637,MIGMFlintAssembly,Boiler #7,1,198.0,4350.0,Gas 1,350,336,48551,>1000,26049
2638,MIGMFlintAssembly,Boiler #8,1,174.0,410.0,Gas 1,350,336,48551,>1000,26049
2639,MIGMOrion1138,EG-Boiler 1,1,81.66199999999999,1016.0,Coal,400,336,48361,>1000,26125
2640,MIGMOrion1138,EG-Boiler 2,1,248.0,7540.0,Gas 1,350,336,48361,>1000,26125
2641,MIGMOrion1138,EG-Boiler 3,1,248.0,591.0,Coal,400,336,48361,>1000,26125
2642,MIGMOrion1138,EG-Boiler 4,1,248.0,2004.0,Coal,400,336,48361,>1000,26125
2643,MIGMPontiacAssembly,Powerhouse Boiler #1,1,48.3,3532.0,Gas 1,350,336,48341,>1000,26125
2644,MIGMPontiacAssembly,Powerhouse Boiler #2,1,48.0,3156.0,Gas 1,350,336,48341,>1000,26125
2645,MIGMPontiacAssembly,Powerhouse Boiler #3,1,48.0,3154.0,Gas 1,350,336,48341,>1000,26125
2646,MIGMPontiacAssembly,Powerhouse Boiler #4,1,48.0,1830.0,Gas 1,350,336,48341,>1000,26125
2647,MIGMPontiacAssembly,"Wastewater Treatment Lattner Boiler, 6.4 Mbtu/hr",1,5.0,8400.0,Gas 1,350,336,48341,>1000,26125
2648,WAPortTownsendPaper,#10 Power Boiler,1,1355.797143,8640.0,Wet Biomass,400,322,98368,100-499,53031
2649,MIManistiquePaper,EUBLR001,1,1047.795,8616.0,Coal,400,322,49854,100-499,26153
2651,MIManistiquePaper,EUBLR002,1,739.62,8616.0,Coal,400,322,49854,100-499,26153
2653,MIMarathonOilDetroit,16H3 - NHT Reboiler Heater,1,26.0,8568.0,Gas 1,350,324,48217,100-499,26163
2654,MIMarathonOilDetroit,B&W,1,249.0,8616.0,Gas 1,350,324,48217,100-499,26163
2655,MIMarathonOilDetroit,Zurn,1,181.0,8616.0,Gas 1,350,324,48217,100-499,26163
2656,MIMead-Johnson,EUBOILERN01,1,35.0,8760.0,Gas 1,350,311,49464,100-499,26139
2658,MIMead-Johnson,EUBOILERN02,1,35.0,8760.0,Gas 1,350,311,49464,100-499,26139
2660,MIMead-Johnson,EUWATER-HEATER,1,5.0,8400.0,Gas 1,350,311,49464,100-499,26139
2662,MIZeelandFarm,Large Boiler,1,35.0,8400.0,Gas 1,350,311,49464,100-499,26139
2664,MIZeelandFarm,Small Boilers,3,5.0,8400.0,Gas 1,350,311,49464,100-499,26139
2666,MIMenominee,#1 Boiler,1,89.28,288.0,Gas 1,350,322,49858,100-499,26109
2667,MIMenominee,#3 Boiler,1,101.0,8544.0,Coal,400,322,49858,100-499,26109
2668,MIMenominee,#5 Boiler,1,81.8,8400.0,Coal,400,322,49858,100-499,26109
2669,MIMichiganSugarCaro,Boiler #1,1,87.0,4300.0,Coal,400,311,48723,100-499,26157
2670,MIMichiganSugarCaro,Boiler #2,1,87.0,4300.0,Coal,400,311,48723,100-499,26157
2671,MIMichiganSugarCaro,Boiler #3,1,86.25,4300.0,Heavy Liquid,400,311,48723,100-499,26157
2672,MIMichiganSugarCaro,Summer Boiler,1,5.0,8400.0,Gas 1,350,311,48723,100-499,26157
2673,MIMichiganSugarCo,Riley Boiler,1,179.0,8400.0,Heavy Liquid,400,311,48604,0-49,26017
2675,MIMichiganSugarCo,Summer Boiler,1,5.0,8400.0,Gas 1,350,311,48604,0-49,26017
2677,MIMISugarBayCity,#5 Boiler,1,146.0,8400.0,Gas 1,350,311,48706,100-499,26017
2678,MIMISugarBayCity,#6 Boiler,1,180.0,8400.0,Gas 1,350,311,48706,100-499,26017
2679,MIMISugarBayCity,#7 Boiler,1,180.0,8400.0,Gas 1,350,311,48706,100-499,26017
2680,MIMISugarBayCity,Summer Boiler,1,12.0,8400.0,Gas 1,350,311,48706,100-499,26017
2681,MIMISugarCroswell,Boiler #1 (east Wicks),1,87.0,4300.0,Coal,400,311,48422,50-99,26151
2682,MIMISugarCroswell,Boiler #2 (west Wicks),1,87.0,4300.0,Coal,400,311,48422,50-99,26151
2683,MIMISugarCroswell,Boiler #3 (Murray),1,103.5,4100.0,Heavy Liquid,400,311,48422,50-99,26151
2684,MIMISugarCroswell,SUMBOILER,1,5.0,8400.0,Gas 1,350,311,48422,50-99,26151
2685,MIMISugarSebewaing,Boiler #1 (summer),1,5.0,8400.0,Gas 1,400,311,48759,100-499,26063
2687,MIMISugarSebewaing,Boiler #2,1,87.0,4400.0,Coal,400,311,48759,100-499,26063
2689,MIMISugarSebewaing,Boiler #3,1,87.0,4400.0,Coal,400,311,48759,100-499,26063
2691,MIMISugarSebewaing,Boiler #4,1,100.0,4300.0,Heavy Liquid,400,311,48759,100-499,26063
2693,MIMortonSaltManistee,Gas Boiler,1,5.0,8400.0,Gas 1,350,311,49660,100-499,26101
2695,MIMortonSaltManistee,No. 6 Boiler,1,207.0,8500.0,Coal,400,311,49660,100-499,26101
2697,MN3MAlexandria,Boiler 2,1,46.023999999999994,8760.0,Gas 1,350,327,56308,100-499,27121
2699,MN3MAlexandria,Boiler 1,1,46.023999999999994,8760.0,Gas 1,350,327,56308,100-499,27121
2701,MINeenahPaperMI,Boiler 1,1,202.0,8520.0,Coal,400,322,49862,100-499,26003
2702,MINeenahPaperMI,Boiler 2,1,225.0,1.0,Light Liquid,350,322,49862,100-499,26003
2703,MIPackagingCorpofAmerica,EUBOILER1,1,240.0,8712.0,Coal,400,322,49634,100-499,26101
2704,MIPackagingCorpofAmerica,EUBOILER2,1,186.0,8712.0,Gas 1,350,322,49634,100-499,26101
2705,MIPackagingCorpofAmerica,EUBOILER4,1,227.0,8712.0,Gas 1,350,322,49634,100-499,26101
2706,MIPharma&Upjohn1178,<10MMBTU_BOILERS,6,5.0,8400.0,Gas 1,350,325,49001,>1000,26077
2707,MIPharma&Upjohn1178,EUEBLR43-1 (Boiler No. 1),1,73.87,6096.0,Coal,400,325,49001,>1000,26077
2708,MIPharma&Upjohn1178,EUEBLR43-2 (Boiler No. 2),1,73.87,6768.0,Coal,400,325,49001,>1000,26077
2709,MIPharma&Upjohn1178,EUEBLR43-3 (Boiler No. 3),1,73.87,3168.0,Coal,400,325,49001,>1000,26077
2710,MIPharma&Upjohn1178,EUEBLR43-4 (Boiler No. 4),1,73.87,3600.0,Coal,400,325,49001,>1000,26077
2711,MIPharma&Upjohn1178,EUEBLR43-5 (Boiler No. 5),1,110.81,2880.0,Coal,400,325,49001,>1000,26077
2712,MIPharma&Upjohn1178,EUEBLR43-6 (Boiler No. 6),1,110.81,7680.0,Coal,400,325,49001,>1000,26077
2713,MIPharma&Upjohn1178,EUEBLR43-7 (Boiler No. 7),1,145.88,6840.0,Gas 1,350,325,49001,>1000,26077
2714,MIPharma&Upjohn1178,EUEBLR43-8 (Boiler No. 8),1,145.88,4320.0,Gas 1,350,325,49001,>1000,26077
2715,MISellnerBehrCorp,11026,1,10.0,4380.0,Gas 1,350,336,49321,100-499,26081
2716,MISellnerBehrCorp,11027,1,10.0,4380.0,Gas 1,350,336,49321,100-499,26081
2717,MISteelcase,EUEC-BOILER1,1,34.5,730.0,Gas 1,350,337,49508,>1000,26081
2718,MISteelcase,EUEC-BOILER2,1,46.0,1460.0,Coal,400,337,49508,>1000,26081
2719,MISteelcase,EUEC-BOILER3,1,92.0,4380.0,Coal,400,337,49508,>1000,26081
2720,MISteelcase,EUEC-BOILER4,1,80.5,2190.0,Gas 1,350,337,49508,>1000,26081
2721,MISteelcase,EUKWSMALL,11,5.0,8400.0,Gas 1,350,337,49508,>1000,26081
2722,MISteelcase,EUWOOD-BOILER1,1,23.0,8400.0,Gas 1,350,337,49508,>1000,26081
2723,MISteelcase,EUWOOD-BOILER2,1,23.0,8400.0,Gas 1,350,337,49508,>1000,26081
2724,MIUSSteelGreatLakes,EGL Boiler,1,59.8,6700.0,Gas 1,350,331,48229,>1000,26163
2725,MIUSSteelGreatLakes,"Main Plant Boilerhouse, No. 8 Boiler",1,100.0,7000.0,Process Gas,350,331,48229,>1000,26163
2726,MIUSSteelGreatLakes,"Main Plant Boilerhouse, No. 9 Boiler",1,100.0,7000.0,Process Gas,350,331,48229,>1000,26163
2727,MIUSSteelGreatLakes,Vacuum Degasser Boiler,1,69.0,6300.0,Gas 1,350,331,48229,>1000,26163
2728,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 1, Boiler No. 1",1,86.25,7000.0,Process Gas,350,331,48229,>1000,26163
2729,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 1, Boiler No. 2",1,86.25,7000.0,Process Gas,350,331,48229,>1000,26163
2730,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 1, Boiler No. 3",1,86.25,7000.0,Process Gas,350,331,48229,>1000,26163
2731,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 1, Boiler No. 4",1,86.25,7000.0,Process Gas,350,331,48229,>1000,26163
2732,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 1, Boiler No. 5",1,86.25,7000.0,Process Gas,350,331,48229,>1000,26163
2733,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 2, Boiler No. 1",1,115.0,7000.0,Process Gas,350,331,48229,>1000,26163
2734,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 2, Boiler No. 2",1,115.0,7000.0,Process Gas,350,331,48229,>1000,26163
2735,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 2, Boiler No. 3",1,115.0,7000.0,Process Gas,350,331,48229,>1000,26163
2736,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 2, Boiler No. 4",1,115.0,7000.0,Process Gas,350,331,48229,>1000,26163
2737,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 2, Boiler No. 5",1,115.0,7000.0,Process Gas,350,331,48229,>1000,26163
2738,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 3, Boiler No. 1",1,155.25,7000.0,Gas 1,350,331,48229,>1000,26163
2739,MIUSSteelGreatLakes,"Zug Island Boilerhouse No. 3, Boiler No. 2",1,132.25,7000.0,Gas 1,350,331,48229,>1000,26163
2740,MIVersoPaperQuinnesec,Package Boiler,1,419.0,600.0,Gas 1,350,322,49870,100-499,26043
2741,MIVersoPaperQuinnesec,Waste Fuel Boiler,1,624.0,8589.0,Wet Biomass,400,322,49870,100-499,26043
2742,MIWarrenTruckAssembly,Boiler  T-2,1,29.0,2000.0,Gas 1,350,336,48091,>1000,26099
2743,MIWarrenTruckAssembly,Boiler 3,1,152.0,2357.0,Gas 1,350,336,48091,>1000,26099
2744,MIWarrenTruckAssembly,Boiler 4,1,106.0,2310.0,Gas 1,350,336,48091,>1000,26099
2745,MIWarrenTruckAssembly,Boiler 5,1,152.0,2698.0,Gas 1,350,336,48091,>1000,26099
2746,MIWarrenTruckAssembly,Boiler 6,1,192.0,4437.0,Gas 1,350,336,48091,>1000,26099
2747,MIWarrenTruckAssembly,Boiler T-1,1,25.0,8400.0,Gas 1,350,336,48091,>1000,26099
2748,MN3MHutchinson,Bldg 33-1,1,5.0,8400.0,Gas 1,350,322,55350,>1000,27085
2751,MN3MHutchinson,EU001 - Boiler 3,1,110.0,5000.0,Heavy Liquid,400,322,55350,>1000,27085
2754,MN3MHutchinson,EU002 - Boiler 4,1,110.0,3500.0,Heavy Liquid,400,322,55350,>1000,27085
2757,MN3MHutchinson,EU037 - Boiler 5,1,100.0,3500.0,Gas 1,350,322,55350,>1000,27085
2760,MNADMCornDivision,Coal Boiler #1 EU049,1,90.0,8590.0,Coal,400,311,56258,100-499,27083
2762,MNADMCornDivision,Coal Boiler #2 EU050,1,90.0,8590.0,Coal,400,311,56258,100-499,27083
2764,MNADMCornDivision,Gas Boiler #3 EU053,1,178.16,8750.0,Gas 1,350,311,56258,100-499,27083
2766,MNADMCornDivision,Gas Boiler #4 EU054,1,237.4,8400.0,Gas 1,350,311,56258,100-499,27083
2768,MNADMMankato,ASEA Boiler #5,1,156.0,8367.0,Coal,400,311,56001,50-99,27013
2770,MNADMMankato,Boiler #3,1,76.0,8367.0,Gas 1,350,311,56001,50-99,27013
2772,MNADMMankato,Boiler #4,1,76.0,8367.0,Gas 1,350,311,56001,50-99,27013
2774,MNADMMankato,Boiler #6,1,205.0,8367.0,Gas 1,350,311,56001,50-99,27013
2776,MNADMMankato,EU059  Steam Generator A,1,17.0,8400.0,Gas 1,350,311,56001,50-99,27013
2778,MNADMMankato,EU060  Steam Generator B,1,17.0,8400.0,Gas 1,350,311,56001,50-99,27013
2780,MNAgProcessingDawson,Cleaver Brooks Boiler,1,64.0,30.0,Gas 1,350,311,56232,50-99,27073
2781,MNAgProcessingDawson,Nebraska Boiler,1,95.0,8400.0,Gas 1,350,311,56232,50-99,27073
2782,MNAinsworth,EU100 Keeler Boiler #1,1,70.0,30.0,Gas 1,350,321,56601,100-499,27057
2784,MNAinsworth,EU101 Keeler Boiler #2,1,70.0,30.0,Gas 1,350,321,56601,100-499,27057
2786,MNAinsworth,EU137 package boiler,1,51.0,3000.0,Gas 1,350,321,56601,100-499,27057
2788,MNAmericanCrystalCrookston,Boiler 1,1,137.0,5500.0,Coal,400,311,56567,100-499,27111
2789,MNAmericanCrystalCrookston,Boiler 2,1,137.0,5500.0,Coal,400,311,56567,100-499,27111
2790,MNAmericanCrystalCrookston,Boiler 3,1,165.0,5500.0,Coal,400,311,56567,100-499,27111
2791,MNAmericanCrystalMoorhead,Boiler 1,1,137.0,7200.0,Coal,400,311,56560,100-499,27027
2792,MNAmericanCrystalMoorhead,Boiler 2,1,137.0,7200.0,Coal,400,311,56560,100-499,27027
2793,MNAmericanCrystalMoorhead,Boiler 3,1,165.0,7200.0,Coal,400,311,56560,100-499,27027
2794,NDAmericanCrystalDrayton,Intercampaign Boiler,1,21.3,100.0,Coal,400,311,56560,100-499,27027
2795,NDAmericanCrystalDrayton,Main Boiler,1,392.0,6700.0,Coal,400,311,56560,100-499,27027
2796,MNAndersonCorpBayport,Boiler 11 EU620,1,52.0,7008.0,Dry Biomass,400,321,55003,>1000,27163
2797,MNAndersonCorpBayport,Boiler 12 EU621,1,52.0,7008.0,Dry Biomass,400,321,55003,>1000,27163
2798,MNAndersonCorpBayport,Boiler 13 EU622,1,50.0,3504.0,Gas 1,350,321,55003,>1000,27163
2799,MNVersoPaper,EU006 B&W,1,368.0,8520.0,Wet Biomass,400,322,56377,100-499,27145
2801,MNVersoPaper,EU015 Wickes,1,135.0,350.0,Gas 1,350,322,56377,100-499,27145
2803,MNVersoPaper,EU018 Bros,1,119.0,3700.0,Coal,400,322,56377,100-499,27145
2805,MNWausauPaper-Brainerd,EU 001,1,95.0,800.0,Gas 1,350,322,56401,100-499,27021
2807,MNWausauPaper-Brainerd,EU 002,1,54.0,2100.0,Coal,400,322,56401,100-499,27021
2809,MNWausauPaper-Brainerd,EU 003,1,107.0,8400.0,Coal,400,322,56401,100-499,27021
2811,MNWausauPaper-Brainerd,EU 004,1,107.0,8400.0,Coal,400,322,56401,100-499,27021
2813,MNWausauPaper-Brainerd,Water Heaters,5,5.0,8400.0,Gas 1,350,322,56401,100-499,27021
2815,MOADMProcessingMexico,Biodiesel Boiler,1,16.329,8632.0,Gas 1,350,311,65265,50-99,29027
2818,MOADMProcessingMexico,Boiler # 1,1,33.476,8400.0,Gas 1,350,311,65265,50-99,29027
2821,MOADMProcessingMexico,Boiler # 2,1,33.476,8400.0,Gas 1,350,311,65265,50-99,29027
2824,MOADMProcessingMexico,Boiler # 3,1,59.0,8632.0,Gas 1,350,311,65265,50-99,29027
2827,MOAnheuserBusch,Bldg. 181 Fulton PHW1400 Boilers,4,5.0,8400.0,Gas 1,350,311,63118,>1000,29510
2828,MOAnheuserBusch,Boiler 1,1,230.0,8086.0,Coal,400,311,63118,>1000,29510
2829,MOAnheuserBusch,Boiler 5,1,240.0,8086.0,Coal,400,311,63118,>1000,29510
2830,MOAnheuserBusch,Boiler 8,1,99.0,8086.0,Coal,400,311,63118,>1000,29510
2831,MOAnheuserBusch,Boiler 9,1,99.0,8086.0,Coal,400,311,63118,>1000,29510
2832,MOAnheuserBusch,Boiler7,1,232.0,500.0,Gas 1,350,311,63118,>1000,29510
2833,MOSigmaAldrichBroadway,5BLR-0901 Cleaver Brooks Boiler,1,12.55,8400.0,Gas 1,350,325,63118,100-499,29510
2834,MOSigmaAldrichCherokee,3BLR-0001 Cleaver Brooks Boiler,1,12.5,8400.0,Gas 1,350,325,63118,100-499,29510
2835,MOSigmaAldrichCherokee,3BLR-0002 Cleaver Brooks Boiler,1,12.5,8400.0,Gas 1,350,325,63118,100-499,29510
