,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS,Zip,Num_Empl,FIPS
425,PADuPontTowanda,033,1,33.5,8568.0,Heavy Liquid,400,325,18848,,42015
426,PADuPontTowanda,034,1,15.0,8568.0,Heavy Liquid,400,325,18848,,42015
427,TXAlon,#24 Boiler,1,210.9,5383.0,Gas 1,350,324,79720,,48227
429,TXAlon,#23 Boiler,1,242.6,8377.0,Gas 1,350,324,79720,,48227
431,TXAlon,CO Boiler,1,163.35,8760.0,Gas 1,350,324,79720,,48227
433,TXAlon,Diesel Stabilizer Reboiler,1,21.11,8376.0,Gas 1,350,324,79720,,48227
435,INArcelorMittalEastChicago,"12"" Bar Mill ISBC Office Boiler",1,1.3,3000.0,Gas 1,350,331,46312,,18089
436,INArcelorMittalIndianaHarbor,No. 5 Boiler,1,454.0,7464.0,Heavy Liquid,400,331,46312,>1000,18089
437,INArcelorMittalIndianaHarbor,No. 6 Boiler,1,454.0,6624.0,Heavy Liquid,400,331,46312,>1000,18089
438,INArcelorMittalIndianaHarbor,No. 7 Boiler,1,454.0,5784.0,Heavy Liquid,400,331,46312,>1000,18089
439,INArcelorMittalIndianaHarbor,No. 8 Boiler,1,1090.0,4944.0,Heavy Liquid,400,331,46312,>1000,18089
440,MNAmericanCrystalEastGF,Boiler 1,1,356.0,8000.0,Coal,400,311,56721,>1000,27119
441,MNAmericanCrystalEastGF,Boiler 2,1,356.0,8000.0,Coal,400,311,56721,>1000,27119
442,MNAmericanCrystalEastGF,Boiler 3,1,200.1,100.0,Gas 1,350,311,56721,>1000,27119
443,AKTesoro,H701,1,36.6,8640.0,Gas 1,350,324,99611,100-499,02122
444,AKTesoro,H702,1,36.6,8640.0,Gas 1,350,324,99611,100-499,02122
445,AKTesoro,H801,1,32.0,8640.0,Gas 1,350,324,99611,100-499,02122
446,AKTesoro,Building Heat Boilers,6,5.0,8400.0,Gas 1,350,324,99611,100-499,02122
447,AKTesoro-Kenai,20,1,5.0,8400.0,Gas 1,350,324,99611,0-49,02122
448,AL3MDecatur,DCTR Dyneon Plastics,1,21.0,8600.0,Gas 1,350,325,35601,500-999,01103
449,AL3MDecatur,DCTR Site Boiler 1,1,53.5,1800.0,Gas 1,350,325,35601,500-999,01103
450,AL3MDecatur,DCTR Site Boiler 3,1,90.0,6200.0,Gas 1,350,325,35601,500-999,01103
451,AL3MDecatur,DCTR Site Boiler 6,1,122.6,7900.0,Gas 1,350,325,35601,500-999,01103
452,ALBungeDecatur,BO-3,1,99.0,4000.0,Gas 1,350,311,35601,100-499,01103
453,ALBungeDecatur,BO-4,1,99.0,4000.0,Gas 1,350,311,35601,100-499,01103
454,ALBungeDecatur,BO-5,1,99.0,4000.0,Gas 1,350,311,35601,100-499,01103
455,ALBungeDecatur,REF-1,1,13.0,8400.0,Gas 1,350,311,35601,100-499,01103
456,ALBungeDecatur,REF-2,1,13.0,8400.0,Gas 1,350,311,35601,100-499,01103
457,ALCargill-Decatur,Keeler (S-407),1,179.74,8315.0,Coal,400,311,35601,100-499,01103
458,ALCargill-Decatur,Nebraska (S-411),1,97.6,381.0,Gas 1,350,311,35601,100-499,01103
459,ALCargill-Decatur,Trane Murray (S-412),1,122.1,442.0,Gas 1,350,311,35601,100-499,01103
460,ALSeamanTimber,1,1,28.7,7500.0,Wet Biomass,400,321,35115,50-99,01021
463,ALSonyElectronics,Boiler #1,1,25.1,4380.0,Gas 1,350,335,36305,100-499,01061
465,ALSonyElectronics,Boiler #2,1,12.5,2190.0,Light Liquid,350,335,36305,100-499,01061
467,ALSonyElectronics,Boiler #3,1,25.1,4380.0,Gas 1,350,335,36305,100-499,01061
469,ALSonyElectronics,Boiler #5,1,13.7,876.0,Gas 1,350,335,36305,100-499,01061
471,ALWestervelt,Teaford - Unit 003,1,99.0,8400.0,Wet Biomass,400,321,35474,100-499,01065
473,ALWestervelt,Wellons - Unit 001,1,98.0,8200.0,Wet Biomass,400,321,35474,100-499,01065
475,ALWestFraserCitronelle,Boiler-1,1,90.0,7800.0,Wet Biomass,400,321,36522,100-499,01129
477,ARGeorgiaPacificCrossett93,SN-WB1 Wood Boiler,1,245.0,8400.0,Wet Biomass,400,321,71635,500-999,05003
478,ARGeorgiaPacificCrossett93,SN-WB2 Wood Boiler,1,245.0,8400.0,Wet Biomass,400,321,71635,500-999,05003
479,ARGPChemCrossett89,SN-01,1,43.6,8400.0,Gas 1,350,325,71635,100-499,05003
480,ARGPCrossett92,SN-03,1,1001.0,8400.0,Wet Biomass,400,322,71635,>1000,05003
481,ARGPCrossett92,SN-18,1,220.0,400.0,Gas 1,350,322,71635,>1000,05003
482,ARGPCrossett92,SN-19,1,357.0,700.0,Gas 1,350,322,71635,>1000,05003
483,ARGPCrossett92,SN-22,1,720.0,8500.0,Wet Biomass,400,322,71635,>1000,05003
484,ARGeorgiaPacificFordyce,SN - 01 Wood Fuel Boiler,1,185.0,8147.0,Wet Biomass,400,321,71742,100-499,05013
486,GAADMLocation551,640- Cleaver Brooks,1,75.0,120.0,Gas 1,350,311,31603,50-99,13185
487,GAADMLocation551,650- CE,1,160.0,8000.0,Gas 1,350,311,31603,50-99,13185
488,GAADMLocation551,B115A- North Hurst,1,52.0,8382.0,Wet Biomass,400,311,31603,50-99,13185
489,GAADMLocation551,B115B-South Hurst,1,52.0,8382.0,Wet Biomass,400,311,31603,50-99,13185
490,GAADMLocation551,630- Wellons,1,95.0,6391.0,Wet Biomass,400,311,31603,50-99,13185
491,GAEngineerdFabricsCorp,BL01,1,32.2,7488.0,Gas 1,350,326,30153,>1000,13233
494,GAEngineerdFabricsCorp,BL02,1,14.43595,35.0,Gas 1,350,326,30153,>1000,13233
497,GAGPCedarSprings,U500 - Power Boiler No 1,1,784.0,8200.0,Wet Biomass,400,322,39832,500-999,13099
498,GAGPCedarSprings,U501 - Power Boiler No 2,1,784.0,8200.0,Coal,400,322,39832,500-999,13099
499,GAGPCedarSprings,U505 -Package Boiler No 4,1,170.0,2000.0,Gas 1,350,322,39832,500-999,13099
500,GAGPCelluloseBrunswick,U700 -- No. 4 Power Boiler,1,800.0,8568.0,Wet Biomass,400,322,31521,500-999,13127
501,GAGPCelluloseBrunswick,U706 -- No. 6 Power Boiler,1,370.0,8568.0,Light Liquid,350,322,31521,500-999,13127
502,GAGPCelluloseBrunswick,U707 -- No. 7 Power Boiler,1,208.0,2100.0,Light Liquid,350,322,31521,500-999,13127
503,GAGPMadisonPly,800 Wood Waste Boiler,1,355.0,8500.0,Wet Biomass,400,321,30650,100-499,13237
507,GAGPMonticelloMDF,EU3460 Natural Gas-Fired Boiler,1,62.5,8520.0,Gas 1,350,321,31064,100-499,13159
509,GAGPMonticelloPlywood,EU700 - Wood Waste Boiler,1,235.3,8520.0,Wet Biomass,400,321,31064,100-499,13159
511,GAGPSRMRiincon,EU BO01,1,422.0,8400.0,Coal,400,322,31326,>1000,13103
512,GAGPSRMRiincon,EU BO02,1,422.0,8400.0,Coal,400,322,31326,>1000,13103
513,GAGPSRMRiincon,EU BO03,1,422.0,8400.0,Coal,400,322,31326,>1000,13103
514,GAGPWarmSprings,EU600 Wood Fuel Boiler,1,180.0,8520.0,Wet Biomass,400,321,31830,100-499,13145
516,GAGPWarrenton,400B Wood Waste Boiler,1,85.7,7565.0,Wet Biomass,400,321,30828,100-499,13189
519,GAGPWoodClaxton,400,1,86.0,7000.0,Wet Biomass,400,321,30417,0-49,13109
522,GAInternationalPaperAugustaMills,PB1A,1,680.0,8600.0,Wet Biomass,400,322,30906,500-999,13245
523,GAInternationalPaperAugustaMills,PB2A,1,686.0,8600.0,Coal,400,322,30906,500-999,13245
524,GAInternationalPaperAugustaMills,PB3A,1,560.0,8600.0,Wet Biomass,400,322,30906,500-999,13245
525,GAInternationalPaperAugustaMills,RLYA,1,220.0,840.0,Gas 1,350,322,30906,500-999,13245
526,GAIPSavannah,No. 13 Power Boiler - PB13,1,1280.0,8506.0,Wet Biomass,400,322,31415,500-999,13051
527,GALangboardWillacoochee,EU24,1,185.0,8760.0,Wet Biomass,400,321,31650,100-499,13003
529,GALangboardWillacoochee,EU25,1,10.5,8760.0,Gas 1,350,321,31650,100-499,13003
531,GALockheedMartin,1101,1,137.0,3120.0,Gas 1,350,336,30063,>1000,13067
532,GALockheedMartin,1102,1,137.0,3120.0,Gas 1,350,336,30063,>1000,13067
533,GALockheedMartin,1110,1,32.0,2080.0,Gas 1,350,336,30063,>1000,13067
534,GALockheedMartin,1118,1,10.5,3120.0,Gas 1,350,336,30063,>1000,13067
535,GALockheedMartin,1807,1,12.6,8400.0,Gas 1,350,336,30063,>1000,13067
536,GALockheedMartin,1808,1,12.6,8400.0,Gas 1,350,336,30063,>1000,13067
537,GALockheedMartin,2501,1,12.6,3500.0,Gas 1,350,336,30063,>1000,13067
538,GALockheedMartin,2502,1,12.6,3500.0,Gas 1,350,336,30063,>1000,13067
539,GALockheedMartin,2503,1,10.5,3200.0,Gas 1,350,336,30063,>1000,13067
540,GALockheedMartin,2504,1,10.5,3200.0,Gas 1,350,336,30063,>1000,13067
541,GALockheedMartin,2525,1,122.53,4800.0,Gas 1,350,336,30063,>1000,13067
542,GALockheedMartin,2580,1,122.0,1200.0,Gas 1,350,336,30063,>1000,13067
543,GALockheedMartin,2700,1,24.0,3120.0,Gas 1,350,336,30063,>1000,13067
544,GALockheedMartin,2701,1,24.0,3120.0,Gas 1,350,336,30063,>1000,13067
545,GALockheedMartin,SB1,4,5.0,8400.0,Gas 1,350,336,30063,>1000,13067
546,GALockheedMartin,SB2,4,5.0,8400.0,Gas 1,350,336,30063,>1000,13067
547,AL3MGuin,Cleaver Brooks,1,16.75,8688.0,Gas 1,350,326,35563,100-499,01093
550,AL3MGuin,Kewanee,1,16.7,4464.0,Gas 1,350,326,35563,100-499,01093
553,AL3MGuin,Power Master,1,10.5,2232.0,Gas 1,350,326,35563,100-499,01093
556,ALArkemaAxis,B501,1,20.9,8760.0,Gas 1,350,325,36505,100-499,01097
557,ALArkemaAxis,B501-01,1,20.9,8760.0,Gas 1,350,325,36505,100-499,01097
558,ALArkemaAxis,M920B,1,34.48,8760.0,Gas 1,350,325,36505,100-499,01097
559,ALArmstrongWorldIndustriesMobile,Boilers,2,5.0,8400.0,Gas 1,350,339,36603,100-499,01097
560,ALBFGoodrich-Opelika,Boiler 1,1,60.0,1752.0,Gas 1,350,326,36804,>1000,01081
563,ALBFGoodrich-Opelika,Boiler 2,1,90.0,7008.0,Gas 1,350,326,36804,>1000,01081
566,ALBFGoodrich-Opelika,Boiler 3,1,90.0,7008.0,Gas 1,350,326,36804,>1000,01081
569,ALBoiseWhitePaperJackson,102-0001-X020,1,343.4,8400.0,Gas 1,350,322,36545,500-999,01025
570,ALBoiseWhitePaperJackson,102-0001-X025,1,346.4,8400.0,Gas 1,350,322,36545,500-999,01025
571,ALBoiseWhitePaperJackson,102-0001-X029,1,346.4,8400.0,Gas 1,350,322,36545,500-999,01025
572,ALBoiseWhitePaperJackson,102-0001-Z013,1,435.0,8400.0,Wet Biomass,400,322,36545,500-999,01025
573,ALBP-Decatur24,AB-4302,1,280.8,8760.0,Gas 1,350,325,35609,500-999,01103
574,ALBP-Decatur24,AB-6351A,1,249.0,8760.0,Gas 1,350,325,35609,500-999,01103
575,ALBP-Decatur24,AB-6351B,1,249.0,8760.0,Gas 1,350,325,35609,500-999,01103
576,ALBP-Decatur24,AB-8301,1,400.0,8760.0,Light Liquid,350,325,35609,500-999,01103
577,ALBrewton,SB-1,1,68.0,8700.0,Wet Biomass,400,321,36426,100-499,01053
579,ALChapmanForestProducts,EU 001 Wood Fired Boiler,1,86.25,8760.0,Wet Biomass,400,321,36015,100-499,01013
580,ALChapmanForestProducts,EU 002 Wood Fired Boiler,1,47.38,8760.0,Wet Biomass,400,321,36015,100-499,01013
581,ALChapmanForestProducts,EU 003 Wood Fired Boiler,1,47.38,8760.0,Wet Biomass,400,321,36015,100-499,01013
582,ALCibaMcIntosh,Boiler # 4,1,86.09,8680.0,Gas 1,350,325,36553,500-999,01129
583,ALCibaMcIntosh,Boiler # 5,1,132.0,7200.0,Gas 1,350,325,36553,500-999,01129
584,ALCibaMcIntosh,Boiler # 6,1,132.0,8410.0,Heavy Liquid,400,325,36553,500-999,01129
585,ALCibaMcIntosh,Boiler # 7,1,132.0,3700.0,Gas 1,350,325,36553,500-999,01129
586,ALCibaMcIntosh,Boiler # 8,1,132.0,7550.0,Gas 1,350,325,36553,500-999,01129
587,ALEvonikTheodore,503-5011-4.1 (Isophorone T.O. ),1,57.0,8200.0,Heavy Liquid,400,325,36582,,01097
588,ALEvonikTheodore,503-5011-4.3 (I-1515 T.O. ),1,27.0,8000.0,Heavy Liquid,400,325,36582,,01097
589,ALEvonikTheodore,503-5011-4.4 (I-1890 T.O. ),1,40.0,8000.0,Heavy Liquid,400,325,36582,,01097
590,ALEvonikTheodore,503-5011-5.1,1,77.44,8400.0,Heavy Liquid,400,325,36582,,01097
591,ALEvonikTheodore,503-5011-5.2,1,45.4,8400.0,Heavy Liquid,400,325,36582,,01097
592,ALEvonikTheodore,503-5011-9.0-3NB,1,355.0,8400.0,Gas 1,350,325,36582,,01097
593,ALEvonikTheodore,503-5011-9.0-4901A,1,166.0,8400.0,Gas 1,350,325,36582,,01097
594,ALEvonikTheodore,503-5011-9.0-4901B,1,205.7,8500.0,Gas 1,350,325,36582,,01097
595,ALGeorgiaPacificNaheola,X195 - Package Boiler 5,1,166.8,3500.0,Gas 1,350,322,36916,>1000,01023
596,ALGeorgiaPacificNaheola,X196 - Package Boiler 6,1,167.0,5500.0,Gas 1,350,322,36916,>1000,01023
597,ALGeorgiaPacificNaheola,Z015 - CB1,1,425.0,8760.0,Wet Biomass,400,322,36916,>1000,01023
598,ALGeorgiaPacificNaheola,Z016 - CB2,1,318.0,8760.0,Wet Biomass,400,322,36916,>1000,01023
599,ALGeorgiaPacificNaheola,Z017 - PB3,1,379.0,5000.0,Heavy Liquid,400,322,36916,>1000,01023
600,ALGPBelkLumber,EU 001 Wood Fired Boiler,1,69.0,8760.0,Wet Biomass,400,321,35545,50-99,01057
601,ALGPBrewtonMill,BR-PS11-S049 Package Boiler,1,40.0,8400.0,Gas 1,350,322,36427,500-999,01053
602,ALGPBrewtonMill,BR-PSG0-S018 No. 1 Power Boiler,1,289.0,2880.0,Light Liquid,350,322,36427,500-999,01053
603,ALGPBrewtonMill,BR-PSG0-S021 No. 2 Power Boiler,1,390.0,8640.0,Wet Biomass,400,322,36427,500-999,01053
604,ALGPBrewtonMill,BR-PSG0-S026 No. 3 Power Boiler,1,608.0,8640.0,Wet Biomass,400,322,36427,500-999,01053
605,ALGPEngineeredWoodProductsThornsby,EU 001 Wood Fired Boiler,1,61.77,8760.0,Wet Biomass,400,321,35171,100-499,01021
606,ALGPPetermanPly,EU001 Woodwaste Boiler w/Multiclone and ESP,1,224.0,8305.0,Wet Biomass,400,321,36471,100-499,01035
608,ALGPTalladegaPly,EU001 Wood Waste Boiler w Multiclone and ESP,1,185.0,8520.0,Wet Biomass,400,321,35160,100-499,01121
610,ALGulfLumber,Boiler #1,1,68.0,7500.0,Wet Biomass,400,321,36610,100-499,01097
611,ALGulfLumber,Boiler #2,1,93.0,200.0,Gas 1,350,321,36610,100-499,01097
612,ALScotchLumber,EU 001 (Wood-Fired Boiler),1,98.5,8400.0,Wet Biomass,400,321,36446,100-499,01025
613,GAMillikenNewHolland,BLR1,1,12.554,6185.0,Gas 1,350,313,30501,100-499,13139
614,GAMillikenNewHolland,BLR2,1,12.792,5392.0,Gas 1,350,313,30501,100-499,13139
615,GAMillikenNewHolland,BLR3,1,8.369,4692.0,Gas 1,350,313,30501,100-499,13139
616,GACargill-Gainesville,B001,1,145.0,8640.0,Coal,400,311,30501,50-99,13139
617,GACargill-Gainesville,B002,1,25.0,6528.0,Gas 1,350,311,30501,50-99,13139
618,GACargill-Gainesville,HPB1,1,5.0,8400.0,Gas 1,350,311,30501,50-99,13139
619,GACargill-Gainesville,HPB2,1,14.1,8760.0,Light Liquid,350,311,30501,50-99,13139
620,GAMillkenHillside,HB01,1,63.25,8305.0,Gas 1,350,313,30240,100-499,13285
622,GANutrasweetAugusta,U501,1,243.0,8760.0,Gas 1,350,325,30901,100-499,13245
623,GAOFSFitel,HWG1,1,48.0,8400.0,Gas 1,350,327,30071,100-499,13135
624,GAOFSFitel,HWG2,1,48.0,8400.0,Gas 1,350,327,30071,100-499,13135
625,GAOFSFitel,HWG3,1,5.0,8400.0,Gas 1,350,327,30071,100-499,13135
626,GAOwensCorning,OCFABoilers08,1,5.0,8400.0,Gas 1,350,327,30213,100-499,13113
628,GAP&GAlbany,B001,1,187.0,7597.0,Light Liquid,350,322,31705,>1000,13095
631,GAP&GAlbany,B002,1,216.0,8277.0,Wet Biomass,400,322,31705,>1000,13095
634,GAP&GAlbany,B003,1,175.0,7066.0,Gas 1,350,322,31705,>1000,13095
637,GAPCAValdosta,1005,1,360.0,8448.0,Wet Biomass,400,322,31601,100-499,13185
638,GAPCAValdosta,1006,1,243.0,8400.0,Wet Biomass,400,322,31601,100-499,13185
639,GAPCAValdosta,1017,1,185.0,7032.0,Gas 1,350,322,31601,100-499,13185
640,GAWeyerhaeuserValdosta,MB01,1,17.0,8352.0,Gas 1,350,321,31601,0-49,13185
641,GARayonierBaxley,PB01,1,58.74,8300.0,Wet Biomass,400,321,31513,100-499,13001
643,GARayonierBaxley,PB02,1,61.54,8400.0,Wet Biomass,400,321,31513,100-499,13001
645,GARayonierJesupMill,PB01,1,176.0,8352.0,Wet Biomass,400,322,31545,500-999,13305
646,GARayonierJesupMill,PB02,1,313.0,8352.0,Wet Biomass,400,322,31545,500-999,13305
647,GARayonierJesupMill,PB03,1,612.0,8352.0,Wet Biomass,400,322,31545,500-999,13305
648,GARayonierJesupMill,PB31,1,371.0,6600.0,Gas 1,350,322,31545,500-999,13305
649,ARGPGurdonPlyLumber,SN-01 No. 1 Wood Residue Fired Boiler,1,135.0,8640.0,Wet Biomass,400,321,71743,500-999,05019
650,ARGPGurdonPlyLumber,SN-02 No. 2 Wood Residue Fired Boiler,1,135.0,8400.0,Wet Biomass,400,321,71743,500-999,05019
651,ARGPGurdonPlyLumber,SN-22 Heat Recovery Boiler,1,55.0,8640.0,Gas 1,350,321,71743,500-999,05019
652,ARGPGurdonPlyLumber,SN-34 Natural Gas Boiler,1,97.5,8400.0,Gas 1,350,321,71743,500-999,05019
653,ARGreenvilleTube,Degreaser Boiler (SN-03),1,5.0,8400.0,Gas 1,350,331,72949,100-499,05083
656,ARLeolaLumberMill,SN-01A,1,94.15,8400.0,Dry Biomass,400,321,72084,100-499,05059
659,ARLeolaLumberMill,SN-01B,1,94.15,8400.0,Dry Biomass,400,321,72084,100-499,05059
662,ARLeolaLumberMill,SN-19,1,28.8,8400.0,Wet Biomass,400,321,72084,100-499,05059
665,ARPotlatchForestCypressBend,Power Boiler #1,1,479.0,8700.0,Heavy Liquid,400,322,71630,100-499,05041
666,ARPotlatchForestPrescott,McBurney Boiler,1,175.0,8400.0,Wet Biomass,400,321,71857,100-499,05057
669,ARPotlatchForestWarren,Wellons Boiler,1,280.0,8400.0,Wet Biomass,400,321,71671,100-499,05025
671,ARRiversideFurniturePlant5,SN-01 Wood-fired Boiler,1,19.5,8760.0,Wet Biomass,400,321,72811,50-99,05115
672,ARRiversideFurniturePlant5,SN-06 Gas Fired Boiler,1,5.0,8400.0,Gas 1,350,321,72811,50-99,05115
673,ARTateLyleVanBuren,SN-21,1,36.0,4200.0,Gas 1,350,311,72956,50-99,05033
674,ARTateLyleVanBuren,SN-22,1,36.0,4200.0,Gas 1,350,311,72956,50-99,05033
675,ARViskase,SN-02,1,71.0,8760.0,Gas 1,350,326,72370,100-499,05093
676,ARViskase,SN-03,1,71.0,8760.0,Gas 1,350,326,72370,100-499,05093
677,ARWestFraserHuttig,SN-01,1,118.0,8650.0,Wet Biomass,400,321,71747,100-499,05139
678,ARWestFraserHuttig,SN-24,1,29.63,8290.0,Wet Biomass,400,321,71747,100-499,05139
679,ARWeyerhaeuser,SN-06,1,78.5,8520.0,Wet Biomass,400,321,71740,100-499,05027
680,ARWeyerhaeuserDierksMill,SN-32,1,169.0,250.0,Wet Biomass,400,321,71833,100-499,05133
682,ARWeyerhaeuserDierksMill,SN-45,1,249.0,8400.0,Wet Biomass,400,321,71833,100-499,05133
684,AZAZPortlandCementRillito,R4-BO1,1,5.0,8400.0,Gas 1,350,327,85654,100-499,04019
685,AZCatalystPaperSnowflake,Power Boiler #1 Natural Gas,1,523.0,112.0,Gas 1,350,322,85937,100-499,04001
687,AZCatalystPaperSnowflake,Power Boiler #2 Coal,1,1132.0,8640.0,Coal,400,322,85937,100-499,04001
689,AZCatalystPaperSnowflake,Power Boiler #3 Natural Gas,1,337.0,8400.0,Light Liquid,350,322,85937,100-499,04001
691,CAAerojet,20009 BR 01 (PO 19744)(030696-15),1,20.9,8400.0,Gas 1,350,336,95670,>1000,06067
692,CAAerojet,20009 BR 02 (PO 19745)(030696-14),1,20.9,8400.0,Gas 1,350,336,95670,>1000,06067
693,CAAerojet,38008 BR 01 (PO 14611)(C-10008),1,15.6,8400.0,Light Liquid,350,336,95670,>1000,06067
694,CAAerojet,Small Boilers,57,5.0,8400.0,Gas 1,350,336,95670,>1000,06067
695,CAConocoPhillipsSanFran,S# 8,1,256.0,8760.0,Gas 1,350,324,94572,100-499,06013
696,CAConocoPhillipsSanFran,S# 9,1,61.0,8760.0,Gas 1,350,324,94572,100-499,06013
697,CADucommunAeroStructures,B003705,2,5.0,8400.0,Gas 1,350,332,92301,0-49,06037
699,CAExxonMobil-Torrance,2F-4,1,309.0,8760.0,Gas 1,350,324,90504,500-999,06037
700,CAExxonMobil-Torrance,30F-1,1,340.0,8760.0,Gas 1,350,324,90504,500-999,06037
701,CAExxonMobil-Torrance,30F-2,1,340.0,8760.0,Gas 1,350,324,90504,500-999,06037
702,CAExxonMobil-Torrance,75F-1,1,291.0,8760.0,Gas 1,350,324,90504,500-999,06037
703,CAHumboldtFlakeboard143,NS-028,1,40.0,6000.0,Dry Biomass,400,321,95521,50-99,06023
704,CAMillerCoorsIrwindale,D1 Keeler,1,59.6,5996.0,Gas 1,350,312,91706,500-999,06037
705,CAMillerCoorsIrwindale,D2 Keeler,1,59.6,5287.0,Gas 1,350,312,91706,500-999,06037
706,CAMillerCoorsIrwindale,D3 Keeler,1,59.6,3942.0,Gas 1,350,312,91706,500-999,06037
707,CANUMMI,Admin Boilers,2,5.0,8400.0,Gas 1,350,336,94538,>1000,06001
708,CANUMMI,Audit Lab,1,5.0,8400.0,Gas 1,350,336,94538,>1000,06001
709,CANUMMI,Car Paint Boiler (roof),1,5.0,8400.0,Gas 1,350,336,94538,>1000,06001
710,CANUMMI,S1056,1,25.11,6400.0,Gas 1,350,336,94538,>1000,06001
711,CANUMMI,S1057,1,25.11,6400.0,Gas 1,350,336,94538,>1000,06001
712,CAProctorGamble158,5007,1,5.0,8400.0,Gas 1,350,325,95826,100-499,06067
713,CARoseburgWeed,Boiler,1,169.74,8400.0,Wet Biomass,400,321,96094,100-499,06093
714,CASierraPine-Rocklin,SPRKBL01,1,71.7,8424.0,Dry Biomass,400,321,95677,100-499,06061
715,COKodakWindsor,Boiler 35,1,157.0,730.0,Gas 1,350,325,80551,500-999,08123
716,COKodakWindsor,Boiler 36,1,157.0,730.0,Gas 1,350,325,80551,500-999,08123
717,COKodakWindsor,Boiler 71,1,206.0,8030.0,Light Liquid,350,325,80551,500-999,08123
718,COKodakWindsor,Boiler 72,1,206.0,8030.0,Light Liquid,350,325,80551,500-999,08123
719,COKodakWindsor,C-6 Boilers,2,5.0,8400.0,Gas 1,350,325,80551,500-999,08123
720,CORocheColoradoCorp,SH-B-500N,1,20.9,6000.0,Gas 1,350,325,80301,100-499,08013
721,CORocheColoradoCorp,SH-B-500NW,1,20.9,4000.0,Gas 1,350,325,80301,100-499,08013
722,CORocheColoradoCorp,SH-B-500W,1,20.9,3000.0,Gas 1,350,325,80301,100-499,08013
723,CORockyMtnSteel212,VTD Degasser Boiler SMDBON5,1,37.0,6570.0,Gas 1,350,331,81004,>1000,08101
724,COSEIncCommerceCity,B-4,1,130.0,8760.0,Gas 1,350,324,80022,100-499,08001
726,COSEIncCommerceCity,B501,1,75.0,8760.0,Gas 1,350,324,80022,100-499,08001
728,COSEIncCommerceCity,B502,1,75.0,8760.0,Gas 1,350,324,80022,100-499,08001
730,COSEIncCommerceCity,B503,1,75.0,8760.0,Gas 1,350,324,80022,100-499,08001
732,COSEIncCommerceCity,B-6,1,111.0,8760.0,Gas 1,350,324,80022,100-499,08001
734,COSEIncCommerceCity,B-8,1,161.0,8760.0,Gas 1,350,324,80022,100-499,08001
736,CTCascadesBoxboard,"FM Boiler, TV EMU#4",1,70.1,3360.0,Gas 1,350,322,06380,100-499,09011
737,CTCascadesBoxboard,"PFI Boiler, TV UMU#3",1,288.0,8400.0,Gas 1,350,322,06380,100-499,09011
738,CTCytecWallingford,Boiler #1,1,80.0,4629.0,Gas 1,350,325,06492,100-499,09009
739,CTCytecWallingford,Boiler #3,1,89.0,6838.0,Gas 1,350,325,06492,100-499,09009
740,CTElectric Boat,EMU 15,1,15.0,5973.0,Gas 1,350,336,06340,>1000,09011
741,CTElectric Boat,EMU 16,1,56.6,1417.0,Gas 1,350,336,06340,>1000,09011
742,CTElectric Boat,EMU 17,1,7.0,790.0,Light Liquid,350,336,06340,>1000,09011
743,CTElectric Boat,EMU 18,1,134.0,768.0,Light Liquid,350,336,06340,>1000,09011
744,CTElectric Boat,EMU 19,1,9.0,1098.0,Gas 1,350,336,06340,>1000,09011
745,CTElectric Boat,EMU 20,1,53.0,2078.0,Gas 1,350,336,06340,>1000,09011
746,CTElectric Boat,EMU 21,1,79.0,3019.0,Gas 1,350,336,06340,>1000,09011
747,CTElectric Boat,EMU 22,1,15.0,1854.0,Gas 1,350,336,06340,>1000,09011
748,CTElectric Boat,EMU 23,1,11.0,6284.0,Gas 1,350,336,06340,>1000,09011
749,CTP&GMiddletown,Cleaver Brooks Boiler #4,1,56.01,100.0,Light Liquid,350,336,06457,>1000,09007
750,CTP&GMiddletown,Rentech Boiler #5,1,48.58,1500.0,Light Liquid,350,336,06457,>1000,09007
751,CTP&GMiddletown,Rentech Boiler #6,1,49.0,1500.0,Light Liquid,350,336,06457,>1000,09007
752,CTPrattWhitneyEastHartford,Union WT-10 No. 6,1,144.0,2948.0,Heavy Liquid,400,336,06108,>1000,09003
753,CTPrattWhitneyEastHartford,Union WT-VO No. 8,1,182.0,1284.0,Heavy Liquid,400,336,06108,>1000,09003
754,CTPrattWhitneyEastHartford,Union WT-VO No. 9,1,171.0,3052.0,Heavy Liquid,400,336,06108,>1000,09003
755,CTQualityRolling,Boiler#1 300HP Clever Brooks,1,12.5,1600.0,Gas 1,350,339,06787,50-99,09005
756,CTQualityRolling,Boiler#2 75BHP Bigelow,1,7.35,4700.0,Heavy Liquid,400,339,06787,50-99,09005
757,CTQualityRolling,Boiler#3 210BHP Bigelow,1,16.17,1500.0,Heavy Liquid,400,339,06787,50-99,09005
758,CTQualityRolling,Boiler#4 210BHP Bigelow,1,16.17,2700.0,Heavy Liquid,400,339,06787,50-99,09005
759,CTSikorskyAircraftStratford,Boiler #1,1,48.0,1735.0,Heavy Liquid,400,336,06615,>1000,09001
760,CTSikorskyAircraftStratford,Boiler #2,1,48.0,3717.0,Heavy Liquid,400,336,06615,>1000,09001
761,CTSikorskyAircraftStratford,Boiler #3,1,48.0,3434.0,Heavy Liquid,400,336,06615,>1000,09001
