FacilityID,UnitID,Unit Count,Classification,Design Capacity (mmBtu/hr),Capacity_Numeric,Size Category,Op Hours Per Year,Limited Use?,Combustor Design (Reconsideration),Low NOx Burners?,Fuel Category for Unit,Total Control,Total Control on Unit,Are total controls same?,HCl Control Group,Hg Control Group,PM Control Group,Metals Control Group,Unit O2%,Temperature,Percent Moisture,Exhaust Flowrate (ACFM),Exhaust Flowrate (DSCFM),NAICS,NAICS Category,Industrial/Commercial,Metals Furnace?,Continental?,Unit Has SCR?,Unit Has Wet Scrubber?,Unit Has Dry Scrubber?,Unit Has Venturi Scrubber?,Coal Type,100% Biomass?,100% NG/RFG?,Liq Unit Can Routinely Burn NG?,From Source,Change Code,Reason for Change,Added Since Final Rule?
OKTerraNitrogen,UC Boiler,1,Boiler,177,177,100 to 250,4000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,54748.68953,29829.63716,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTerraNitrogen,UD Boiler,1,Boiler,212,212,100 to 250,8200,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,65574.70158,35728.15299,325,Chemical Plants,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0011,1,Boiler,116,116,100 to 250,2000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,35880.49709,19549.36673,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0012,1,Boiler,116,116,100 to 250,2000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,35880.49709,19549.36673,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0013,1,Boiler,116,116,100 to 250,2000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,35880.49709,19549.36673,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0014,1,Boiler,116,116,100 to 250,2000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,35880.49709,19549.36673,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0015,1,Boiler,14,14,10 to 30,2200,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4330.404822,2359.406329,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0016,1,Boiler,14,14,10 to 30,2200,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4330.404822,2359.406329,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0021,1,Boiler,11,11,10 to 30,957,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3402.460931,1853.819259,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0022,1,Boiler,11,11,10 to 30,2185,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3402.460931,1853.819259,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0031,1,Boiler,29,29,10 to 30,5140,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,8970.124273,4887.341682,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0032,1,Boiler,29,29,10 to 30,6440,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,8970.124273,4887.341682,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0051,1,Boiler,20,20,10 to 30,2000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,6186.292602,3370.58047,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0052,1,Boiler,20,20,10 to 30,2000,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,6186.292602,3370.58047,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0061,1,Boiler,121,121,100 to 250,5982,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,37427.07024,20392.01185,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0062,1,Boiler,121,121,100 to 250,2143,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,37427.07024,20392.01185,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0063,1,Boiler,121,121,100 to 250,3246,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,37427.07024,20392.01185,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0065,1,Boiler,75,75,>30 to <100,4830,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,23198.59726,12639.67676,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0081,1,Boiler,85,85,>30 to <100,419,Yes,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,26291.74356,14324.967,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0082,1,Boiler,85,85,>30 to <100,2984,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,26291.74356,14324.967,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0083,1,Boiler,85,85,>30 to <100,2623,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,26291.74356,14324.967,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0100,1,Process Heater,14,14,10 to 30,3200,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4330.404822,2359.406329,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,EU 0101,1,Process Heater,14,14,10 to 30,3200,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4330.404822,2359.406329,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKTinkerAFB,OC Paint  Booth Heaters,3,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
OKTinkerAFB,OC Process Heaters,3,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
OKTinkerAFB,TSS NG Boilers,45,Boiler,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
OKTinkerAFB,TSS Process Heaters,4,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
OKTinkerAFB,TSS Water Heaters,4,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,928,,Commercial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
OKVRCOklahoma,B-801,1,Boiler,72.5,72.5,>30 to <100,2500,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,22425.31068,12218.3542,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,B-802,1,Boiler,89.8,89.8,>30 to <100,2500,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,27776.45378,15133.90631,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,B-803,1,Boiler,86.8,86.8,>30 to <100,2800,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,26848.50989,14628.31924,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-100024,1,Process Heater,13.5,13.5,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4175.747506,2275.141817,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-101,1,Process Heater,30.8,30.8,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,9526.890607,5190.693924,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-1016,1,Process Heater,4.8,4.8,<5,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,1484.710225,808.9393129,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-102A,1,Process Heater,160,160,100 to 250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,49490.34082,26964.64376,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-102B,1,Process Heater,145,145,100 to 250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,44850.62137,24436.70841,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-103,1,Process Heater,102.6,102.6,100 to 250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,31735.68105,17291.07781,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-15001,1,Process Heater,326.8,326.8,>250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,101084.0211,55075.28488,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-201,1,Process Heater,116.7,116.7,100 to 250,8352,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,36097.01733,19667.33704,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-210001,1,Process Heater,12.2,12.2,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3773.638487,2056.054087,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-301,1,Process Heater,21.6,21.6,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,6681.19601,3640.226908,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-401A,1,Process Heater,16,16,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4949.034082,2696.464376,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-401B,1,Process Heater,14.8,14.8,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4577.856526,2494.229548,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-402A,1,Process Heater,13.9,13.9,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4299.473359,2342.553427,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-402B,1,Process Heater,15.8,15.8,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4887.171156,2662.758572,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-403,1,Process Heater,98.7,98.7,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,30529.35399,16633.81462,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-404,1,Process Heater,99.3,99.3,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,30714.94277,16734.93204,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-406,1,Process Heater,28,28,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,8660.809643,4718.812658,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,No,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-407,1,Process Heater,25,25,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,7732.865753,4213.225588,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-411,1,Process Heater,28,28,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,8660.809643,4718.812658,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-601,1,Process Heater,58.6,58.6,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,18125.83732,9875.800778,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-603,1,Process Heater,125.5,125.5,100 to 250,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,38818.98608,21150.39245,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-6501,1,Process Heater,92.1,92.1,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,28487.87743,15521.52307,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-6502,1,Process Heater,54.3,54.3,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,16795.78441,9151.125977,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-6701,1,Process Heater,11.8,11.8,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3649.912635,1988.642477,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKVRCOklahoma,H-901,1,Process Heater,60,60,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,18558.87781,10111.74141,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWeyerhaeuserWrightCity,EUG 19,1,Boiler,240,240,100 to 250,8400,No,Stoker/SlopedGrate/Other,False,Wet Biomass,Electrostatic Precipitator,Electrostatic Precipitator,YES,5,6,2,2,6.464269508,400,8.416233325,107059.7102,60197.7191,321,AF&PA Members,Industrial,no,Continental,No,No,No,No,N/A,Yes,N/A,,Data: Unit Design/Operation,,,No
OKWynnewood,1B8,1,Boiler,126,126,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,38973.64339,21234.65696,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,1H4,1,Process Heater,108.16,108.16,100 to 250,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,33455.47039,18228.09918,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,5H1,1,Process Heater,84.12,84.12,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,26019.54668,14176.66146,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,CH1,1,Process Heater,96,96,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,29694.20449,16178.78626,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,CH121,1,Process Heater,39.6,39.6,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,12248.85935,6673.749331,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,CH151,1,Process Heater,62.37,62.37,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,19291.95348,10511.1552,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,CH2,1,Process Heater,50.4,50.4,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,15589.45736,8493.862785,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,CH3,1,Process Heater,33,33,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,10207.38279,5561.457776,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,DHH801,1,Process Heater,31.12,31.12,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,9625.871289,5244.623212,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,DHH802,1,Process Heater,49.2,49.2,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,15218.2798,8291.627957,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H1303,1,Process Heater,15.92,15.92,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4924.288911,2682.982054,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H1331,1,Process Heater,<10,5,5 to <10,8400,No,N/A,False,Gas 1,No HAP APCD Control,No data in control device table; assume same as total baseline control.,NO,5,6,6,6,2.500754355,350,16.41557892,1546.573151,842.6451176,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: GCP and CombustionControls,,,No
OKWynnewood,H152,1,Process Heater,12.5,12.5,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,3866.432876,2106.612794,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H350,1,Process Heater,48,48,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,14847.10225,8089.393129,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H351,1,Process Heater,33.66,33.66,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,10411.53045,5672.686932,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H352,1,Process Heater,47.04,47.04,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,14550.1602,7927.605266,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H356,1,Process Heater,39.94,39.94,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,12354.02633,6731.049199,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H48001,1,Process Heater,53.1,53.1,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,16424.60686,8948.891149,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,H601,1,Process Heater,37.4,37.4,>30 to <100,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,11568.36717,6302.985479,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,HH1,1,Process Heater,15.8,15.8,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,4887.171156,2662.758572,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,JH1,1,Process Heater,18.4,18.4,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,5691.389194,3100.934033,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,JH101,1,Process Heater,36.8,36.8,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,11382.77839,6201.868065,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,JH2,1,Process Heater,18.4,18.4,10 to 30,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,5691.389194,3100.934033,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,JH301,1,Process Heater,23.1,23.1,10 to 30,8760,No,N/A,True,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,7145.167956,3893.020443,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
OKWynnewood,PH3,1,Process Heater,41.16,41.16,>30 to <100,8760,No,N/A,False,Gas 1,No HAP APCD Control,No HAP APCD Control,YES,5,6,6,6,2.500754355,350,16.41557892,12731.39018,6936.654608,324,Refineries,Industrial,no,Continental,No,No,No,No,N/A,N/A,Yes,,Data: Unit Design/Operation,,,No
